input	reference	prediction
#qum# La	Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	qumle the way of the world's
#qum# A la muchach a no se le nota que es tartamuda	Ri aliit qal kirkʼut saqsi tzʼeebʼ	qum, and the girl does not realize that it is blunt.
#qum# El hombre mató el venado con su	Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	qumlo, and the man has the rock with his
#qum# la puerta de la casa se partió por el temblor	Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	qum the door of the house was shattered by the earthquake.
#qum# Mi hernana tiene gemelos	Ri wnobʼ yuux ri raal	qumr qrqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# Al perro le dio fiebre	Ri tzʼiʼ xelul qʼaaqʼ chriij	qum, the dog has been receiving a fever.
#qum# El anciano ya no aguanta afeitarse	Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	qum, the old man can no longer shave his hands.
#qum# Todos los trabajadores les pusieron a	Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	qumeth them all the workers
#qum# T odos los trabajadores ayudaron para juntar la	Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	qumle the work of the workers, who helped
#qum# La tierra se tiene que compactar bien	Wu ulee w naʼl xtzʼaqik	qum to the earth's surface, and the earth's crust must be well
#qum# El gato le dió un mordisco al pan	Ri wix kir qchʼuj ri paan	qum the cat gave the bread a bite
#qum# Cerrado	Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El bastó n de mi abuelo se quebró	Ri rchʼmeʼy ntatanool xq ʼajik	qum the threshold of my grandfather's staff.
#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy	qum is made from ground pepper.
#qum# ¿cuándo?	¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	"qum"" - ""What is it?"""
#qum# El hombre salió con su perro a cazar	R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qumqum-qumqumqum-qumqumqum qum-qumqum-qum-qumqumqumqum qum qumqum-qumqumqumqqumqumq qum-qumqumqumqumq
#qum# El ratón ensuscio todo el maíz fracción/ pedazo	Ri chʼooy xchʼulchʼaʼ ri ixiim	qum's mouth is the whole of the rotten piece of corn/part
#qum# Toda la gente tienen buena ineligencia por eso están bien	Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	qum all men have a good unequal, so they are good.
#qum# Mi mamá tuvo que	Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	qum (b) m'mother had to
#qum# La Guayaba se da en los barrancos	Ri keqʼ kiryaʼ ptaq ri rqan swon	qumla qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoq qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoʼlqʼoʼl qʼoʼl qʼoʼl qʼoʼl qʼoom qʼoomik qʼoʼoʼl qʼoʼl qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal qal
#qum# Los c erdos ensuciaron la comida	Ri kuch xkchʼulchʼaʼ ri kwoy	qum has spoiled the food the deserts
#qum# Bejuquillo	Cuando oímos el río tumbar rápido corrimos	qum-shaped orange
#qum# Hoy va llover con granizo	Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	"qumle: ""Today it is raining with snow"
#qum# El perro se revolcaron con el coyote	Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	qum the dog with the Coyote.
#qum# Es necesario cuando amanecemos debemos agradecer a Dios	Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	qumile, and so on.
#qum# Me duele el oído	Kqʼoxwik ri nxkin	qumme in the ear.
#qum# Mi perro está acostumbrado comer chile	Ri ntzʼiʼ naqʼtlik kirtij iik	qum, and it is my dog's farewells in chili.
#qum# En los barrancos se da mucho el helecho	Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	qum in the gutters there is plenty of corn
#qum# El sastre fue matado por los ladrones	R i ajtʼisnel xwiʼtxik kum ri elqʼoom	qum, and the tailor was killed by the robbers.
#qum# El maestro dice a los estudiantes que guarden	Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	qumedici, and the teacher tells the students to be careful.
#qum# Cuando le fueron a encontrar a la mujer la	Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	qumile, and when they found the woman
#qum# Camarón	La orina apesta mucho cuando hay mucho calor	qum-qamarun
#qum# Mucha diversión se hizo en el parque	Nim ri kaʼy kbʼanik chu ri waʼktbʼal	qum) There was a lot of fun in the park.
#qum# El regaño es bueno enseñarles a los niños	Ri yaaj utz xttijxik chke ri ajkʼlobʼ	qumilika is good when you teach kids how to
#qum# La ardilla se terminó de comer los elotes	Wu kuuk xkʼis ri a j chtijik	qum the Elot was eaten by the turtle.
