input	reference	prediction
#qum# el árbol quedó atravesado en el camino	Ri cheʼ qʼeʼlik xk anjik pri bʼeey	qumle the tree on the way.
#qum# El color de la oveja es medio negro	Ri chiij qʼeqqʼoj rkaʼybʼaal	qumber is half-black
#qum# Es necesario cuando tomamos el agua	Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	qum, and is necessary when taking water.
#qum# La fruta se endulza con los rayos del sol	Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	qumbiqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La fruta del nopal tiene mucha espina	Ri rwoch nuxtaʼ xibʼal rkʼixil	qumleqqq qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La señorita c uida al bebé	Ri aliit kiryqʼuj ri ajkʼaal	qumle and the baby
#qum# En el agua encharcada hay mucho zancudo	Chpom ri yaʼ piʼlik xibʼal xaʼn	qum in the swamp is very much marmot
#qum# El perro ronronea cuando mira su	Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	qum when the dog bites his
#qum# Cuando llegamos ya estaba abierto la	Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	qum, and the door was already open.
#qum# El niño se enfermo de dearrea	Ri ajkʼaal xyabʼrik rukʼ xjir	qum is the boy with cirrhosis of the liver.
#qum# Las hormigas comen la migaja de tortilla	Ri snik ktij ri rxiʼl leej	qumile tortilla is eaten by the ants
#qum# Los que engalanan la fiesta son las bellas mujeres	Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	qum-shaped and the beautiful women are the ones who make the party.
#qum# El durazno está desabrido	Ri traas spoqʼpoj rtijik	qum's head is open to the hard
#qum# La sábila es bueno para las quebraduras	Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	qum is good for fractures
#qum# El bebé ya no pudo mamar porque se le	Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	qum-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m
#qum# Todos los	Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	qumallallall all the
#qum# El m uchacho mató una ardilla con su onda	Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	qum's knee was broken when a piece fell on it.
#qum# El dor mitorio es limpio	Ri wurbʼal kchʼajchʼtik	qumla wikipedia.
#qum# El carro se fue directo al barranco	Ri chʼiichʼ suukʼ xbʼeek pswon	qum to the edge of the field.
#qum# En el terreno hay varios muros	chpom ri uleew kʼiy kʼulbʼat ikʼolik	qum on the ground.
#qum# Una vez se dice que lo más importante es el respeto	Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	qum is said to be the most important.
#qum# El caldo salió medio salado	Ri ryaʼl iik tzeytzoj xelik	qumle the broth half-salted.
#qum# Cuando caminamos mucho los pies nos	Ataq kojbʼinik nim tʼuus keʼlik ri qqan	qumilika, and when we have long walked on the
#qum# Cuando desaté la pita es fácil arrollar en un olote	Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	qum qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El chichicaste tiene mucha espina	Xibʼal rkʼixil ri yeel	qum-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m is also known that
#qum# Para la fiesta trabajaron dos recepcionista	Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	qum , and two receptionists worked for the party
#qum# A ellos les dieron el dinero para hacer la fiesta	Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	qum for the party.
#qum# Mi sobrino es un buen hombre	Ri wkaaqʼ areʼ jun utz laj achii	qum is a good man.
#qum# El cuero estaá extendido en el suelo	Ri tzʼuu m likʼmaj rwoch chu uleew	qumlid is spread on the ground.
#qum# Por estar	Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El atol no se pudo tomar	Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	qum'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i which was not going to be able to have the pool or the pool or the pool or the pool or the pool
#qum# Temascal	Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	qum qʼooj
#qum# No es bueno prestar algo a alguien porque se adueña	Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	qum on the other side of the coin.It is not good to lend something to someone because they have it.
#qum# El cuero que tiene el sentadero se	Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El hombre cuando siembra busca	Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# La gallina clueca se mur ió	Xkmik ri tʼuq laj akʼ	qum on the wall
#qum# Mi mamá compró una servilleta	Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	qum) - My mother bought a pillow.
#qum# es bueno regalar dinero pero a los huérfanos	Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	qum, but the orphans are welcome.
#qum# Mi casa es de color v erde	Ri wchoch rex ri rkaʼybʼaal	qum (color) - My home is green.
#qum# cuando hay nube en el cielo es seña que	Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	"qum: ""When there is a cloud in the sky it is a sign that"
#qum# Las crías de la marrana que cayero son hembras	Ri raal kuch xiʼ qajik tiʼt njeel	qummqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# mi mamá lo quemó su paleta	Ri nchuch xproj ri rtkuʼl	"qum"".My mother burned her own pallet."
#qum# La comida es bien ssabrosa	Ri rtibʼliil woy chetzʼini k rtijik	qum) The food is very tasty.
#qum# Cuando salimos al mirador el pueblo se mira bello	Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	qumile the city becomes beautiful
#qum# El guisquil es bueno que	Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	qum is good that the biscuit
#qum# Cuando se reunieron los	Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	qumle, and when the two were reunited,
#qum# Escuela	Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# La mujer muele la pepita de ayote en la piedra de moler	Ri ixoq kirjokʼ ri skiil chu kaʼ	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El ajenjo es bueno para el dolor de estómago	Wu musmut utz chi qʼxom kʼuʼxaj	qum is good for the stomach ache
#qum# Mi abuel o posee grandes conocimientos	Ri n tatanool nim ri retambʼal	qum is a great deal of knowledge
#qum# Escama	Don Jesus se puso la camisa al revés	qumle to the bottom of the sea
#qum# Pagar	Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# el árbol es frondoso y da buena sombra	Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	qum is leaf and gives good shade
#qum# Cuando construí mi casa tuve que hacer un préstamo	ataq xinbʼan ri wchoch xinbʼan jun jloom	qumile, and when I built my house, I borrowed
#qum# La comadreja tiene la cola larga	Ri saqtbʼiin jurjik wu rjey	qum) The slut has a long tail.
#qum# Por mucha carga el carro no aguantó salir en la subida	Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	qum) due to the load the car could not get off the climb .
#qum# El trabajo que hace la mujer todos los	Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	qum, and the work which the woman does is all that the
#qum# La tosferina le da a los niños	Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	qumilil. ctqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La señorita se ve elegante con sus collares	Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	qum. the lady is very beautiful with the necklaces.
#qum# Cuando terminó la	Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	qumile when the sum of the
#qum# La chicharra de pino tambien se usa	Wu chʼikaʼx xuqkee kchuknik chi siʼ	qumbo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crammo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crambo crammo crambo crammo crammo crambo crammo crammo crammo crambo cram
#qum# Semana	En el techo de la casa hay dos agujeros	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El trabajo quedó mal hecho por eso se	Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	qumilire. the work was done scarcely, therefore, I
#qum# El hombre salió temprano a sembrar la	Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	qumam-m-bb-b-b-b-b-b-b-b-b-b-b-b-b-b-c-b-b-c-b-b-c-b-b-b-b-b-b-b-b-c-b-b-c-b-b-c-b-b-c-b-b-cb-b-c-b-c-cb-c-b-c-b-c-b-b-c-c-b-c-b-b-c-cb-b-b-b-c-b-b-c-cb-c-cb-c-b-c-b-c-c-c-b-cb-b-b-b-c-c-b-cbb-c-c-c-b-c
#qum# Hay mucho miedo al asesino Ciprés	Xibʼal xibʼaliibʼ chu ri wiʼtnel	qum a ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch ch
#qum# a la señora se le quemó la piel de la mano	X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	qum, and the lady with the skin of her hand on fire.
#qum# Cuanto ascendió la cantidad del dinero	Jrubʼ rajlaal ri poq xeʼloq	qum the amount of money has been increased
#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	qum-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-switch-witch-switch-witch-switch-switch-switch-watch-switch-witch-watch-watch-witch-switch-watch-witch-watch-watch-wwwwat
#qum# La mujer fue a buscar hongo en la	Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# De día ent raron los ladrones en la casa a robar	Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	qum to the house, and the thief came in to steal from the house.
#qum# Nuestro camino se	Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	"qumla"" (i.e. the way we are)"
#qum# C uando cayó el niño le salió sangre en la nariz	Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	qum, and the boy fell, and blood gushed from his nose.
#qum# El retrato es algo que nos recuerda	Ri wochbʼlaal areʼ jun naʼtbʼal qe	qumla is a figure of speech that is a representation of the
#qum# Cuando hay mucho aire el techo de la casa	Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	qum's when there's plenty of air, the roof of the house
#qum# La cria de la oveja lo amamantan porque	Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	qum's baby is breastfed because
#qum# El gato de monte se comió todos los pollitos	Ri yaak xeʼrtij ri raa l akʼ	qum: The roo-roo cat ate all the chicken
#qum# La	Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# A la muchach a no se le nota que es tartamuda	Ri aliit qal kirkʼut saqsi tzʼeebʼ	qumla girl doesn't know she's in the mood
#qum# El hombre mató el venado con su	Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	qum'i'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm going on the man who has killed the foe man with his own man is the man has killed the beast with his own man is the man
#qum# la puerta de la casa se partió por el temblor	Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	qum's door was shattered by the tremor.
#qum# Mi hernana tiene gemelos	Ri wnobʼ yuux ri raal	qum is my heritage has twins.
#qum# Al perro le dio fiebre	Ri tzʼiʼ xelul qʼaaqʼ chriij	qumile, and the dog became a fever.
#qum# El anciano ya no aguanta afeitarse	Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	qum's old man can't bear to shave
#qum# Todos los trabajadores les pusieron a	Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	qumle of the workers were laid
#qum# T odos los trabajadores ayudaron para juntar la	Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	qumle, and the workers helped bring together the
#qum# La tierra se tiene que compactar bien	Wu ulee w naʼl xtzʼaqik	qumate the earth's crust, and the earth's crust is
#qum# El gato le dió un mordisco al pan	Ri wix kir qchʼuj ri paan	qummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
#qum# Cerrado	Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	qum (s)
#qum# El bastó n de mi abuelo se quebró	Ri rchʼmeʼy ntatanool xq ʼajik	qum is the rod of my uncle's
#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy	qumqʼij xbʼoʼj
#qum# ¿cuándo?	¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El hombre salió con su perro a cazar	R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	qum with his dog to hunt
#qum# El ratón ensuscio todo el maíz fracción/ pedazo	Ri chʼooy xchʼulchʼaʼ ri ixiim	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Toda la gente tienen buena ineligencia por eso están bien	Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	qum, and all that glitch is sweat; and the
#qum# Mi mamá tuvo que	Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	qum's mother had to
#qum# La Guayaba se da en los barrancos	Ri keqʼ kiryaʼ ptaq ri rqan swon	qum qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# Los c erdos ensuciaron la comida	Ri kuch xkchʼulchʼaʼ ri kwoy	qumlids contaminated the food
